0	0.000993474
1	0.00159887
2	0.00327199
3	0.000681188
4	0.00075029
5	0.00110629
6	0.00145367
7	0.00274538
8	0.00161219
9	0.00220178
10	0.00225873
11	0.00241668
12	0.00241668
13	0.00241668
14	0.00241668
15	0.00241668
16	0.00241668
17	0.00241668
18	0.00241668
19	0.00241668
20	0.00241668
21	0.00241668
22	0.00241668
23	0.00241668
24	0.00241668
25	0.00241668
26	0.00241668
27	0.00241668
28	0.00241668
29	0.00241668
30	0.00241668
31	0.00241668
32	0.00241668
33	0.00241668
34	0.00241668
35	0.00241668
36	0.00241668
37	0.00241668
38	0.00241668
39	0.00241668
40	0.00241668
41	0.00241668
42	0.00241668
43	0.00241668
44	0.00241668
45	0.00241668
46	0.00241668
47	0.00241668
48	0.00241668
49	0.00241668
50	0.00241668
51	0.00241668
52	0.00241668
53	0.00241668
54	0.00241668
55	0.00241668
56	0.00241668
57	0.00241668
58	0.00241668
59	0.00241668
60	0.00241668
61	0.00241668
62	0.00241668
63	0.00241668
64	0.00241668
65	0.00241668
66	0.00241668
67	0.00241668
68	0.00241668
69	0.00241668
70	0.00241668
71	0.00241668
72	0.00241668
73	0.00241668
74	0.00241668
75	0.00241668
76	0.00241668
77	0.00241668
78	0.00241668
79	0.00241668
80	0.00241668
81	0.00241668
82	0.00241668
83	0.00241668
84	0.00241668
85	0.00241668
86	0.00241668
87	0.00241668
88	0.00241668
89	0.00241668
90	0.00241668
91	0.00241668
92	0.00241668
93	0.00241668
94	0.00241668
95	0.00241668
96	0.00241668
97	0.00241668
98	0.00241668
99	0.00241668
100	0.00241668
101	0.00241668
102	0.00241668
103	0.00241668
104	0.00241668
105	0.00241668
106	0.00241668
107	0.00241668
108	0.00241668
109	0.00241668
110	0.00241668
111	0.00241668
112	0.00241668
113	0.00241668
114	0.00241668
115	0.00241668
116	0.00241668
117	0.00241668
118	0.00241668
119	0.00241668
120	0.00241668
121	0.00241668
122	0.00241668
123	0.00241668
124	0.00241668
125	0.00241668
126	0.00241668
127	0.00241668
128	0.00241668
129	0.00241668
130	0.00241668
131	0.00241668
132	0.00241668
133	0.00241668
134	0.00241668
135	0.00241668
136	0.00241668
137	0.00241668
138	0.00241668
139	0.00241668
140	0.00241668
141	0.00241668
142	0.00241668
143	0.00241668
144	0.00241668
145	0.00241668
146	0.00241668
147	0.00241668
148	0.00241668
149	0.00241668
150	0.00241668
151	0.00241668
152	0.00241668
153	0.00241668
154	0.00241668
155	0.00241668
156	0.00241668
157	0.00241668
158	0.00241668
159	0.00241668
160	0.00241668
161	0.00241668
162	0.00241668
163	0.00241668
164	0.00241668
165	0.00241668
166	0.00241668
167	0.00241668
168	0.00241668
169	0.00241668
170	0.00241668
171	0.00241668
172	0.00241668
173	0.00241668
174	0.00241668
175	0.00241668
176	0.00241668
177	0.00241668
178	0.00241668
179	0.00241668
180	0.00241668
181	0.00241668
182	0.00241668
183	0.00241668
184	0.00241668
185	0.00241668
186	0.00241668
187	0.00241668
188	0.00241668
189	0.00241668
