0.079983	0.946685	
0.493676	0.748697	
0.472452	0.763272	
0.474805	0.761709	
0.48102	0.757433	
0.494892	0.747912	
0.49489	0.747913	
0.493749	0.748647	
0.454168	0.77579	
0.471864	0.763662	
0.338953	0.841285	
0.338655	0.841432	
0.0789039	0.946995	
0.492943	0.74922	
0.435211	0.788123	
0.435193	0.788135	
0.435157	0.788159	
0.341434	0.840127	
0.488484	0.752279	
0.470779	0.764402	
0.461408	0.770599	
0.391784	0.813002	
0.341435	0.840126	
0.504776	0.740795	
0.502372	0.742487	
0.497496	0.745919	
0.490839	0.750659	
0.488341	0.752381	
0.474359	0.761963	
0.461253	0.770701	
0.456563	0.77376	
0.394154	0.811667	
0.391779	0.813005	
0.343772	0.838892	
0.327917	0.84731	
0.0459638	0.962364	
0.341441	0.840123	
0.338733	0.841396	
0.335248	0.843181	
0.0459641	0.962364	
0.480107	0.758411	
0.480107	0.758411	
0.480052	0.758448	
0.384453	0.817143	
0.341503	0.84009	
0.0459641	0.962364	
0.403408	0.806397	
0.38438	0.817184	
0.337545	0.841987	
0.333782	0.843928	
0.0459642	0.962364	
0.0491068	0.96165	
0.403399	0.806402	
0.337581	0.841968	
0.0848822	0.944845	
0.0789107	0.946992	
0.0645575	0.952753	
0.0491166	0.96161	
0.0419881	0.968367	
0.487962	0.752701	
0.385039	0.816812	
0.206904	0.900343	
0.2069	0.900345	
0.0419878	0.968372	
0.041988	0.968372	
0.404253	0.805969	
0.365435	0.827572	
0.35589	0.83253	
0.0746869	0.948485	
0.0612815	0.953795	
0.0419877	0.968373	
0.0419878	0.968373	
0.0419878	0.968373	
0.45995	0.771564	
0.401072	0.807775	
0.365431	0.827574	
0.206769	0.900397	
0.0834186	0.945364	
0.07393	0.948727	
0.0645616	0.952751	
0.0573284	0.955611	
0.483682	0.756084	
0.459877	0.771612	
0.404254	0.805969	
0.403399	0.806402	
0.400016	0.808364	
0.386792	0.815823	
0.383844	0.817466	
0.364245	0.828188	
0.354706	0.833147	
0.348144	0.836712	
0.333784	0.843927	
0.324759	0.848599	
0.246126	0.884682	
0.223429	0.893991	
0.206968	0.900319	
0.206702	0.900423	
0.187482	0.908017	
0.0854471	0.944638	
0.0834242	0.945362	
0.0747091	0.948477	
0.0739302	0.948727	
0.064774	0.952688	
0.061806	0.953565	
0.045068	0.963152	
0.0419866	0.96844	
0.576633	0.6838	
0.575548	0.684736	
0.574476	0.685681	
0.404512	0.805827	
0.334378	0.843621	
0.334341	0.84364	
0.333764	0.843937	
0.0980773	0.940571	
0.0980769	0.940571	
0.0740131	0.948696	
0.057424	0.955584	
0.0419865	0.968451	
0.583065	0.67811	
0.576097	0.684273	
0.5744	0.685745	
0.574399	0.685745	
0.468606	0.766469	
0.467998	0.766847	
0.459871	0.771616	
0.459873	0.771615	
0.404514	0.805826	
0.401356	0.807607	
0.353643	0.83378	
0.353944	0.833627	
0.339132	0.841188	
0.334917	0.843343	
0.333762	0.843938	
0.333759	0.843939	
0.240324	0.886714	
0.193194	0.905843	
0.193192	0.905844	
0.191221	0.90665	
0.0741079	0.948666	
0.064774	0.952688	
0.0459643	0.962364	
0.0452613	0.963108	
0.0422292	0.967044	
0.0419864	0.968461	
0.539438	0.715081	
0.332281	0.844667	
0.207	0.900306	
0.0609274	0.95392	
0.0569335	0.955771	
0.592248	0.670017	
0.575039	0.685186	
0.57491	0.685294	
0.539437	0.715082	
0.505573	0.740129	
0.459862	0.771622	
0.460447	0.771239	
0.353602	0.8338	
0.331229	0.845278	
0.20914	0.89947	
0.199227	0.903399	
0.199211	0.903405	
0.0506453	0.959186	
0.050713	0.959154	
0.0493087	0.960022	
0.469214	0.765437	
0.469213	0.765437	
0.45638	0.773877	
0.353754	0.833724	
0.337076	0.842335	
0.331267	0.84526	
0.304117	0.858351	
0.304117	0.858351	
0.285387	0.867025	
0.285115	0.867146	
0.201278	0.902576	
0.198701	0.90361	
0.0805502	0.946462	
0.0569336	0.955771	
0.0453139	0.963059	
0.0419864	0.96846	
0.559589	0.698232	
0.469323	0.765364	
0.469179	0.76546	
0.461052	0.770851	
0.3586	0.831269	
0.340591	0.840441	
0.337114	0.842315	
0.330062	0.845836	
0.285078	0.867162	
0.201282	0.902574	
0.198637	0.903636	
0.0817067	0.945972	
0.0740667	0.948681	
0.565708	0.693032	
0.539435	0.715083	
0.438181	0.785779	
0.359715	0.830658	
0.358566	0.831289	
0.353753	0.833724	
0.303579	0.858642	
0.303579	0.858642	
0.205012	0.901085	
0.189693	0.907174	
0.0983002	0.940485	
0.0511621	0.958919	
0.0493518	0.959995	
0.0472877	0.962169	
0.0428486	0.9661	
0.565777	0.692975	
0.493447	0.748758	
0.492292	0.749572	
0.4702	0.764779	
0.461126	0.770803	
0.209141	0.89947	
0.601935	0.661484	
0.580806	0.680099	
0.57651	0.683884	
0.565811	0.692946	
0.548098	0.707808	
0.456381	0.773876	
0.37728	0.821075	
0.359719	0.830656	
0.321004	0.850248	
0.208868	0.899576	
0.204815	0.901163	
0.201247	0.902588	
0.197071	0.904202	
0.188758	0.907598	
0.10888	0.937276	
0.0913656	0.942704	
0.0542515	0.957199	
0.0512515	0.958866	
0.0453135	0.96306	
0.0428607	0.966098	
0.585377	0.676072	
0.580808	0.680098	
0.574365	0.685774	
0.567761	0.691302	
0.552657	0.70429	
0.49807	0.745483	
0.49258	0.74937	
0.49229	0.749574	
0.470437	0.764626	
